index,car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,engine_displacement,horsepower,mileage_per_year,power_per_liter,predicted_price
7401,Audi Q2 1.0 TFSI Limited Edition S-Tronic Navigatie LED Schuifdak [Elke Zondag Open],,1,Petrol,Automatic,SUV,Q2,7500,1.0,,5000.0,,38610.599378626015
7402,Audi A6 2.0TFSi Aut. ProLine Plus (Leder/Xenon),,7,Petrol,Automatic,Sedan,A6,97051,2.0,,12940.133333333333,,23032.204862019556
7403,Audi A3 1.2 TFSI Sportback Automaat S-TRONIC,,7,Petrol,Automatic,Hatchback,A3,172575,1.2,,23010.0,,13985.576113473759
7404,Audi A3 Sportback 1.0 TFSI Lease Edition,,2,Petrol,Manual,Hatchback,A3,22600,1.0,,9040.0,,25642.967421748588
7405,"Audi A4 Avant 1.4 TFSI Sport 150pk S-Tronic Proline, (Autom.airco,S-line ext.,MMI Navigatie, Choompakket,Spiegels inklapb.,Pdc,)",,1,Petrol,Automatic,Station wagon,A4,9900,1.4,150.0,6600.0,107.14285714285715,44992.22098115845
7406,Audi A6 2.7 TDI QUATTRO PRO L MMI NAVI LEER XENON SPORTSTOELEN ENZ,,10,Diesel,Automatic,SUV,A6,134914,2.7,,12848.952380952382,,17159.087313165368
7407,Audi A3 1.2 TFSI Amb. Pro Line Plus S-Tronic Automaat*Navi/Sportstoelen/Bi-Xenon/LED*,,4,Petrol,Automatic,Hatchback,A3,66038,1.2,,14675.111111111111,,23472.25863144652
7408,Audi Q5 2.0 TFSI Quattro Pro Line Automaat Navi Xenon Leder ECC LMV PDC LED Dealer Onderhouden! 94dKM!!,,8,Petrol,Automatic,SUV,Q5,93745,2.0,,11028.823529411764,,27340.46445886722
7409,Audi A4 Avant 1.4 TFSI Pro Line,,2,Petrol,Manual,Station wagon,A4,32409,1.4,,12963.6,,33327.469780097825
7410,"Audi A1 Sportback 1.0 TFSi 95 pk Pro Line / navi / 15""",,3,Petrol,Manual,Hatchback,A1,70377,1.0,95.0,20107.714285714286,95.0,18216.715501889797
7411,Audi A3 Sportback 3.2 V6 250 PK QUATTRO AUT. + LEDER / BOSE / NAVIGATIE / XENON,,13,Petrol,Automatic,Hatchback,A3,196580,,250.0,14561.481481481482,,4111.113346257717
7412,Audi A6 Avant New 40 TDI 204pk S tronic Launch Edition Sport,,0,Diesel,Automatic,Station wagon,A6,0,40.0,204.0,0.0,5.1,79581.47024807945
7413,Audi A4 Avant 2.0 TDI PRO LINE Navi / Cruise Control / Drive Select / LMV 17'' !!! FABRIEKSGARANTIE t/m 14-05-2019 !!!,,2,Diesel,Manual,Station wagon,A4,6939,2.0,,2775.6,,37735.06595473732
7414,"Audi A1 Sportback 1.0 TFSI 95pk Adrenalin S-Line + MMI Navigatie + 17"" LMV",,3,Petrol,Manual,Hatchback,A1,31243,1.0,95.0,8926.57142857143,95.0,18964.708883776657
7415,Audi A3 Sportback 1.5 TFSI 150pk CoD ultra S tronic S Line Edition,,0,Petrol,Automatic,Hatchback,A3,0,1.5,150.0,0.0,100.0,43815.349453184535
7416,Audi A6 Avant 2.0 A/T 170PK NAVI/XENON/PDC!,,8,Petrol,Automatic,Station wagon,A6,148321,,170.0,17449.529411764706,,19722.11936169971
7417,Audi A6 Avant 40 TDI Launch edition Sport,,1,Diesel,Automatic,Station wagon,A6,0,40.0,,0.0,,81219.94975343246
7418,Audi A4 AVANT 2.0 TDI 190 pk QUATTRO S-Line S-Tronic Aut. [ virtual cockpit standkachel ],,3,Diesel,Automatic,Station wagon,A4,83107,2.0,190.0,23744.85714285714,95.0,33940.639010880026
7419,"Audi A1 1.4 TFSI S-Line Aut. 122PK, Bose, Leder, Navi, Xenon",,7,Petrol,Automatic,Hatchback,A1,57170,1.4,122.0,7622.666666666667,87.14285714285715,17093.03843813198
7420,Audi Q5 2.0 TFSI QUATTRO PRO LINE Xenon/PDC/Navigatie/Climate.,,10,Petrol,Automatic,SUV,Q5,162403,2.0,,15466.952380952382,,20493.028263295535
7421,Audi A3 Sportback 1.4 TFSI AMBITION PRO LINE NAVI-ECC-LMV-DAKRAIL-CRUISE CONTROL,,10,Petrol,Manual,Hatchback,A3,188663,1.4,,17967.904761904763,,8654.166810618364
7422,Audi TT 1.8 5V Turbo BUDGET OCCASION,,14,Petrol,Manual,Coupe,TT,127375,,,8784.48275862069,,10933.485094563208
7423,Audi A3 1.2 TFSI 81KW SPORTBACK Attraction proline,,4,Petrol,Manual,Hatchback,A3,25485,1.2,,5663.333333333333,,21079.054259112236
7424,Audi A6 3.0 TDI 204PK S-Tronic Sport Edition | S-line in-/exterieur | Navigatie | Xenon | Parkeersensoren | Climatronic | 19 inch lichtmetalen velgen | Audi drive select | Alarm | Cruise control | Regen-/lichtsensor | Trekhaak voorbereiding | Keyless go | Leder/stof bekleding,,5,Diesel,Automatic,Sedan,A6,59678,3.0,204.0,10850.545454545454,68.0,38595.244784833376
7425,Audi A4 Avant 4.2 FSI RS4 33.000km B&O soundsysteem ACC Carbon Keyless Go Panoramadak,,7,Petrol,Automatic,Station wagon,A4,33000,,,4400.0,,31917.140247470794
7426,Audi TT 2.0 TFSI Pro Line S,,8,Petrol,Automatic,Coupe,TT,105007,2.0,,12353.764705882353,,20654.33628854997
7427,Audi Q3 1.4 TFSI 150 pk Automaat CoD Advance Panoramadak Navigatie Xenon 18 inch LM velgen,,1,Petrol,Automatic,SUV,Q3,12500,1.4,150.0,8333.333333333334,107.14285714285715,41414.71300641865
7428,"Audi A3 Cabriolet 1.4 Tfsi 150pk CoD S-Line Open Days S-Tronic | Navigatie | P-Sensoren |  19"" Velgen | Xenon | Lederen Bekleding | Fabrieks Garantie t/m 08-06-2020 of 100.000km",,3,Petrol,Automatic,Cabriolet,A3,45000,1.4,150.0,12857.142857142857,107.14285714285715,34774.77310442152
7429,"Audi RS6 4.0 TFSI QUATTRO CAMERA, HEAD-UP!",,2,Petrol,Automatic,Station wagon,RS6,14651,4.0,,5860.4,,119710.01441879623
7430,Audi Cabriolet A5 1.8 TFSI Pro Line S Open Days Aut. [ 2xS-Line MMI Plus B&O ],,4,Petrol,Automatic,Cabriolet, A5,66325,1.8,,14738.888888888889,,35348.671423300366
7431,Audi Q3 1.4 TFSI CoD Advance Sport S tronic 150 pk,,1,Petrol,Automatic,SUV,Q3,0,1.4,150.0,0.0,107.14285714285715,48283.92697920211
7432,"Audi A5 1.8 TFSI S-line, B&O, Distronic, aut/Nav",,3,Petrol,Automatic,Coupe,A5,41333,1.8,,11809.42857142857,,40486.48648709242
7433,Audi A4 2.5 TDI Exclusive,,16,Diesel,Manual,Sedan,A4,345561,2.5,,20943.090909090908,,3445.355585227574
7434,Audi A4 Avant 1.8 Tfsi 125kW Multitronic Business Edition Xenon/Led/Pdc/Bt/Ecc/Crc/Lmv,,5,Petrol,Automatic,Station wagon,A4,130915,1.8,,23802.727272727272,,22434.455796097867
7435,Audi A3 Sportback 1.0 TFSI SPORT LEASE EDITION,,2,Petrol,Manual,Hatchback,A3,26066,1.0,,10426.4,,25926.133798165425
7436,Audi A5 Sportback 1.8 TFSI 177pk multitronic Sport Edition 6 maanden garantie en uitgebreide afleverbeurt,,3,Petrol,Automatic,Hatchback,A5,39056,1.8,177.0,11158.857142857143,98.33333333333333,36503.17382997062
7437,"Audi A4 Avant 2.0 TFSI Sport S-tronic , Bi-Xenon, Leder/alcantara bekleding, Virtual cockpit,",,1,Petrol,Automatic,Station wagon,A4,14028,2.0,,9352.0,,49666.77635013154
7438,Audi A6 Avant 3.0 TDI 204PK Aut PRO LINE Orig.NL Nav Cli Cru,,7,Diesel,Automatic,Station wagon,A6,204683,3.0,204.0,27291.066666666666,68.0,21136.70759244138
7439,Audi Q5 2.0 TFSI quattro S-tronic S-Line Edition,,1,Petrol,Automatic,SUV,Q5,0,2.0,,0.0,,80632.25651978467
7440,Audi A6 Allroad 2.7 TDI Pro Line | FULL OPTION | | Luchtvering | Schuif-/ kanteldak |,,10,Diesel,Automatic,SUV,A6,232500,2.7,,22142.85714285714,,13290.599397960625
7441,Audi A3 SPORTBACK 1.6 TDI [ panoramadak alcantara xenon navi ],,6,Diesel,Manual,Hatchback,A3,136825,1.6,,21050.0,,14293.072842222027
7442,"Audi A4 Limousine 1.4 TFSI 150PK Automaat Lease Edition / Navi / Clima / Cruise Control / LED koplampen / Lederen stuur / 17"" Velgen",,1,Petrol,Automatic,Sedan,A4,0,1.4,150.0,0.0,107.14285714285715,47684.54611037721
7443,Audi A3 LIMOUSINE 1.5 TFSI 150PK S-TRONIC / S-LINE / OPTIEK ZWART / 18'',,1,Petrol,Automatic,Sedan,A3,10750,1.5,150.0,7166.666666666667,100.0,37557.03572520701
7444,"Audi A8 50 TDI 286PK Automaat Quattro Pro Line Plus / Panorama dak / Stoelventilatie + Massage voor / Clima 4-zone / Bang & Olufsen / Rear Seat Remote / 20"" Velgen",,1,Diesel,Automatic,Sedan,A8,0,50.0,286.0,0.0,5.72,142101.95412861317
7445,"Audi A3 Sportback 1.0 Tfsi 116pk S-Line Edition Navigatie, Parkeersensoren",,2,Petrol,Manual,Hatchback,A3,24261,1.0,116.0,9704.4,116.0,27467.037533633287
7446,Audi Q2 1.4 TFSI 150 PK COD DESIGN MMI NAVIGATIE|PARKEERHULP VOOR & ACHTER|ELEK. ACHTERKLEP|AUDI SOUNDSYSTEM,,2,Petrol,Manual,SUV,Q2,25944,1.4,150.0,10377.6,107.14285714285715,32037.045443072042
7447,"Audi A4 Avant 1.9 TDI Advance (Airco,LM-velgen,Dakrail,Trekhaak,Hout Inleg,MET GARANTIE*).",,20,Diesel,Manual,Station wagon,A4,387967,1.9,,18925.219512195123,,2749.0482506565113
7448,Audi A6 Avant 2.0 TFSI BUSINESS EDITION Leer/Navigatie/Ecc/Afnb-Trekhaak/alu wielen,,8,Petrol,Automatic,Station wagon,A6,178080,2.0,,20950.58823529412,,16220.714485972674
7449,Audi A3 Sportback 1.5 TFSI COD SPORT S LINE EDITION 18 Inch LM velgen / Parkeersensoren,,1,Petrol,Manual,Hatchback,A3,25099,1.5,,16732.666666666668,,32130.984824502324
7450,Audi A4 Avant S line edition 35 TFSI S tronic 150 pk,,0,Petrol,Automatic,Station wagon,A4,0,35.0,150.0,0.0,4.285714285714286,53450.66591056359
7451,"Audi A1 Sportback 30 TFSI 116 PK S Line edition one | Virtual Cockpit | Clima | PDC Plus | Witte 18""LMV | *NIEUW* ( 558617)",,1,Petrol,Manual,Hatchback,A1,0,30.0,116.0,0.0,3.8666666666666667,33529.092008226544
7452,"Audi A6 50TDI286pk quattro Design · Head-up display · HD Matrix LED koplampen · 19""LM velgen",,1,Diesel,Automatic,Sedan,A6,0,50.0,286.0,0.0,5.72,100878.27531570643
7453,Audi Q3 (35) TFSI 150PK Aut. NIEUW MODEL Pro Line |PDC+|Virtual,,1,Petrol,Automatic,SUV,Q3,0,,150.0,0.0,,56034.20284182684
7454,"Audi A1 Sportback 1.0 TFSI 96 PK ADRENALIN S-line exterieur, Navigatie, Airco, Cruise control, Dealer onderhouden, BTW verrekenbaar",,2,Petrol,Manual,Hatchback,A1,28766,1.0,96.0,11506.4,96.0,20337.778640134187
7455,"Audi Q5 2.0 Tfsi 252pk S-tronic Quattro Sport Pro Line S, PDC+camera, Telefoon + Qi laden, Trekhaak",,2,Petrol,Automatic,SUV,Q5,43000,2.0,252.0,17200.0,126.0,63568.553855968414
7456,Audi A4 1.6 Advance / Airco / APK / trekhaak,,20,Petrol,Manual,Sedan,A4,179464,,,8754.341463414634,,3082.5810823700012
7457,Audi RS4 Avant 4.2 FSI RS4 Quattro,,4,Petrol,Automatic,Station wagon,RS4,78606,,,17468.0,,77251.84331534144
7458,"Audi A3 Sportback 1.4 TFSI COD ADRENALIN S-LINE! NAVI,CRUISE,PDC, AUDI VERKEERD IN NIEUWSTAAT!",,3,Petrol,Manual,Hatchback,A3,71817,1.4,,20519.14285714286,,24307.50698766845
7459,"Audi A6 Avant 40 TDI Sport Pro Line S -Matrix LED/B&Q/20""/Pdak/Topview-",,1,Diesel,Automatic,Station wagon,A6,0,40.0,,0.0,,81219.94975343246
7460,Audi A1 1.6 TDI Ambition ProLine Bns,,5,Diesel,Manual,Hatchback,A1,142239,1.6,,25861.636363636364,,13722.908911498942
7461,Audi Q7 3.0 TDI QUATTRO 2x S-LINE [ panoramadak camera xenon led bose ],,8,Diesel,Automatic,SUV,Q7,137961,3.0,,16230.70588235294,,31857.310762982142
7462,Audi A3 Sportback 1.9 TDI Attraction,,13,Diesel,Manual,Hatchback,A3,287191,1.9,,21273.40740740741,,4164.921022660472
7463,Audi Q5 3.0 TDI SQ5 quattro Pro Line,,4,Diesel,Automatic,SUV,Q5,76039,3.0,,16897.555555555555,,51532.48783958355
7464,Audi A8 2.8 V6 AUT Quattro Dak Leer Trekhaak,,24,Petrol,Automatic,Sedan,A8,227904,,,9302.204081632653,,12682.886863744186
7465,Audi A4 2.0,,17,Petrol,Manual,Station wagon,A4,288000,,,16457.14285714286,,2859.404598101138
7466,Audi Q3 2.0 TDI Quattro Sport Pro Line S / Automaat,,3,Diesel,Automatic,SUV,Q3,83837,2.0,,23953.428571428572,,35615.10591995295
7467,Audi A4 1.6 C ADVANCE,,21,Petrol,Manual,Sedan,A4,238671,,,11100.976744186046,,1432.0031565160857
7468,Audi A5 Sportback 2.0 TFSI MHEV 190pk s-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A5,0,2.0,190.0,0.0,95.0,59839.935428191086
7469,Audi A3 Sportback 30TFSI/115pk Lease Edition · Connected services · LED koplampen · Sportstoelen,,1,Petrol,Manual,Hatchback,A3,0,30.0,115.0,0.0,3.8333333333333335,34917.984227483634
7470,"Audi A6 1.8 TFSI 190pk Automaat 18"" Lm-velgen Navigatie",,2,Petrol,Automatic,Sedan,A6,30466,1.8,190.0,12186.4,105.55555555555556,41552.906037708846
7471,Audi A4 Avant 2.0 TDI 150pk S-tronic Lease Edition,,2,Diesel,Automatic,Station wagon,A4,0,2.0,150.0,0.0,75.0,51146.00764052535
7472,Audi A4 Cabriolet 2.5 V6 TDI Pro Line Aut. i.z.g.st.,,14,Diesel,Automatic,Cabriolet,A4,207931,6.0,,14340.068965517241,,7011.728933750796
7473,Audi A8 55 TFSI quattro Pro Line Plus 340 pk Tiptronic,,1,Petrol,Automatic,Sedan,A8,0,55.0,340.0,0.0,6.181818181818182,142658.72455181103
7474,Audi A4 AVANT 2.0 TDI 190pk QUATTRO Sport S-Tronic Aut.,,2,Diesel,Automatic,Station wagon,A4,124683,2.0,190.0,49873.2,95.0,35096.081905144776
7475,Audi A6 1.9 TDI 110 PK SEDAN CLIMATE CONTROL,,20,Diesel,Manual,Sedan,A6,567483,1.9,110.0,27682.09756097561,57.89473684210527,2762.9289864463562
7476,Audi A3 Limousine 1.6 TDI AMBITION PRO LINE S | NAVI | XENON | CLIMA |,,5,Diesel,Automatic,Sedan,A3,136625,1.6,,24840.909090909092,,20086.919529612933
7477,"Audi A3 Sportback 1.2 TFSI Ambition Proline S Automaat, Navi, Clima, Half Leder",,5,Petrol,Automatic,Hatchback,A3,80000,1.2,,14545.454545454546,,21223.1018612293
7478,Audi A5 Sportback 2.0TFSI 190PK S-TRONIC S-LINE/PANO.DAK/VIRT.COCKPIT/OPTIEK ZWART,,1,Petrol,Automatic,Hatchback,A5,0,2.0,190.0,0.0,95.0,59839.935428191086
7479,Audi A6 Sedan 2.0TDi 150pk S-Tronic Sport Edition | Audi Sound | DAB | Inklapbare Buitenspiegels | Fabrieks garantie t/m 12-2019 of 150.000km,,4,Diesel,Automatic,Sedan,A6,43699,2.0,150.0,9710.888888888889,75.0,31569.772922797638
7480,Audi A4 Avant 2.0 Aut Ecc Trekhaak Cruise Nap,,14,Petrol,Automatic,Station wagon,A4,192185,,,13254.137931034482,,6391.032165353567
7481,Audi Q3 2.0 TDI PRO LINE *XENON+NAVI+PDC+ECC+CRUISE*,,7,Diesel,Manual,SUV,Q3,170010,2.0,,22668.0,,18040.90512438942
7482,Audi A7 Sportback 3.0 TDI Quattro BiT Pro Line Plus - 320 pk    138.281,,4,Diesel,Automatic,Hatchback,A7,185000,3.0,320.0,41111.11111111111,106.66666666666667,40501.7158194087
7483,Audi A1 1.4 TFSI Ambition Pro Line Business,,8,Petrol,Manual,Hatchback,A1,147849,1.4,,17394.0,,10874.685136756281
7484,Audi A1 Ambition 1.4 TFSI S-tronic 122 PK / Climatronic / Telefoon / Cruise Control,,9,Petrol,Automatic,Hatchback,A1,87365,1.4,122.0,9196.315789473685,87.14285714285715,12459.678798801988
7485,"Audi A4 Avant 1.8 TFSI 170pk PRO LINE S [S-LINE] Vol Leer, Navi, Xenon, ECC, LMV",,5,Petrol,Manual,Station wagon,A4,172959,1.8,170.0,31447.090909090908,94.44444444444444,17572.65031346833
7486,Audi A3 2.0 FSI Sportback,,13,Petrol,Manual,Hatchback,A3,175200,,,12977.777777777777,,6135.9245595358625
7487,Audi A6 3.0 TDI BiT quattro Advance Sport,,1,Diesel,Automatic,Station wagon,A6,1081,3.0,,720.6666666666666,,81026.23201747269
7488,Audi A4 1.8 tfsi 170 PK aut. Pro line business NAVI,,7,Petrol,Automatic,Station wagon,A4,149338,1.8,170.0,19911.733333333334,94.44444444444444,20704.97885488531
7489,Audi A1 Sportback New 30 TFSI 116pk,,0,Petrol,Manual,Hatchback,A1,0,30.0,116.0,0.0,3.8666666666666667,33529.092008226544
7490,Audi A4 Avant 2.0 TDI S-LINE PRO-LINE Aut. Navi Leder/Alcantara Xenon Flippers Trekhaak!,,9,Diesel,Automatic,Station wagon,A4,190149,2.0,,20015.684210526317,,13335.896646665624
7491,Audi A4 Avant 2.0 TDI 150pk S-Tronic S-Line Navigatie Xenon PDC,,2,Diesel,Automatic,Station wagon,A4,21665,2.0,150.0,8666.0,75.0,38838.941835934405
7492,Audi A6 Avant New 40 TDI 204pk S tronic Launch Edition Sport,,1,Diesel,Automatic,Station wagon,A6,0,40.0,204.0,0.0,5.1,79581.47024807945
7493,Audi A6 2.0 TDI 190PK S-TRONIC ULTRA PREMIUM LEER/BOSE/LED/HEAD UP,,4,Diesel,Automatic,Sedan,A6,71611,2.0,190.0,15913.555555555555,95.0,31452.8386438092
7494,Audi A8 4.2 TDI QUATTRO PRO LINE,,13,Diesel,Automatic,Sedan,A8,236650,4.2,,17529.62962962963,,18508.558048601022
7495,Audi A6 2.8 FSI PRO S-LINE Automaat Navi Leder,,9,Petrol,Automatic,Sedan,A6,164845,,,17352.105263157893,,15833.876855634357
7496,"Audi Q3 1.4 TFSI 150pk Advance Sport S-Tronic, uw voordeel is € 7.550,-",,1,Petrol,Automatic,SUV,Q3,0,1.4,150.0,0.0,107.14285714285715,48283.92697920211
7497,"Audi A1 Sportback 1.2 TFSI S- LINE Admired, 5drs, 17 inch, Zwart dak, navi",,6,Petrol,Manual,Hatchback,A1,181215,1.2,,27879.23076923077,,12361.186410359194
7498,"Audi A4 Avant 2.0 TFSI MHEV Sport S line black edition / panoramadak / parkeerhulp achter / 19"" lichtmetalen velgen",,1,Petrol,Automatic,Station wagon,A4,14080,2.0,,9386.666666666666,,49666.77635013154
7499,Audi Q5 3.0 TDI S-LINE EXTER/INTER.-AUDI EXCLUSIVE-NAVI-XENON-B&O SOUND-TREKHAAK-COMPLEET,,7,Diesel,Automatic,SUV,Q5,152822,3.0,,20376.266666666666,,28371.084914593124
7500,Audi A3 Sedan 1.6TDi Aut. Attraction Business,,3,Diesel,Automatic,Sedan,A3,97143,1.6,,27755.14285714286,,25520.859075769637
7501,Audi Q5 2.0 TDI 190PK S-TRONIC (VMO),,2,Diesel,Automatic,SUV,Q5,10888,2.0,190.0,4355.2,95.0,59310.01307476063
7502,Audi A6 2.4 5V Ambition,,18,Petrol,Manual,Station wagon,A6,310107,,,16762.54054054054,,4458.08226407732
7503,Audi Q5 2.0 TDI S-Line*Navi/S-Line Stoelen/B&O/Panodak/Bi-Xenon/LED/Trekhaak wegklapb.*,,4,Diesel,Manual,SUV,Q5,112454,2.0,,24989.777777777777,,33719.67570626599
7504,Audi A3 1.9 TDI Attraction,,14,Diesel,Manual,Hatchback,A3,282000,1.9,,19448.275862068964,,3757.484115242632
7505,Audi A5 Coupé 1.8 TFSI PRO LINE S | AUTOMAAT | XENON | NAVI | 19 INCH VELGEN |,,8,Petrol,Automatic,Coupe,A5,89480,1.8,,10527.058823529413,,19787.49877918862
7506,Audi A4 AVANT 2.0 131pk PROLINE CLIMA-CRUISE-SPORTSTOELEN-LMV,,16,Petrol,Manual,Station wagon,A4,174248,,131.0,10560.484848484848,,6382.654617774513
7507,Audi A4 2.0 TFSI MHEV 190pk S-tronic S-Line Edition,,1,Petrol,Automatic,Sedan,A4,0,2.0,190.0,0.0,95.0,53880.92013565152
7508,Audi A3 Sportback 1.2 TFSI AMBITION,,5,Petrol,Manual,Hatchback,A3,78716,1.2,,14312.0,,18811.32953578835
7509,Audi A5 Sportback 3.0 TDI quattro Pro Line,,9,Diesel,Automatic,Hatchback,A5,205551,3.0,,21636.947368421053,,15897.176249649581
7510,Audi A3 2.0 TDI Attraction,,11,Diesel,Manual,Hatchback,A3,282366,2.0,,24553.565217391304,,6530.801462035607
7511,Audi S3 Sportback 2.0 TFSI S3 quattro S-Tronic Automaat 300 pk **Navi/Led/Xenon/Climate/Cruise/Easy entry/Tel./F1 flippers/Drive select/Slechts 35.254**,,4,Petrol,Automatic,Hatchback,S3,35254,2.0,300.0,7834.222222222223,150.0,46891.562576321885
7512,Audi A4 Avant 3.0 TDI Pro Line S Automaat * Xenon / Navigatie / Airco-ecc *,,6,Diesel,Automatic,Station wagon,A4,114470,3.0,,17610.76923076923,,27378.969597235842
7513,Audi A4 Avant 1.8 Turbo Pro Line,,15,Petrol,Manual,Station wagon,A4,331457,,,21384.322580645163,,4364.61625232505
7514,Audi A6 2.0 TDI ultra Quattro 190pk automaat NP 81.500,,2,Diesel,Automatic,Sedan,A6,100,2.0,190.0,40.0,95.0,55207.852185474025
7515,Audi A4 Avant 2.5 TDI MT,,15,Diesel,Automatic,Station wagon,A4,251000,2.5,,16193.548387096775,,4243.569032266319
7516,Audi A1 1.2 TFSI Attraction Pro Line Business,,9,Petrol,Manual,Hatchback,A1,128029,1.2,,13476.736842105263,,10393.983660198213
7517,Audi TT Roadster 2.0 TFSI 200 PK S-Line 19 INCH TT-RS ROTOR VELGEN!!,,12,Petrol,Manual,Cabriolet,TT,129302,2.0,200.0,10344.16,100.0,13325.184308788008
7518,"Audi A8 50 TDI quattro 3.0 V6 , Panorama dak, led matrix koplampen met laser, oled achterlichten Nieuwprijs € 158.000,=",,1,Diesel,Automatic,Sedan,A8,11585,50.0,,7723.333333333333,,124381.40531962235
7519,"Audi A1 Sportback 1.0 95 PK TFSI Advance, | 17 ""LMV C3Z | Licht- en Regensensor | *NIEUW* (490382)",,1,Petrol,Manual,Hatchback,A1,0,,95.0,0.0,,27792.96048736593
7520,Audi A1 1.2 TFSI Admired S-Line,,5,Petrol,Manual,Hatchback,A1,51043,1.2,,9280.545454545454,,16253.477930018056
7521,Audi RS3 Sportback 2.5 TFSI 368 PK AUTOMAAT QUATTRO PRO LINE PLUS | Keyless | Bang & Olufsen | Leder | Led Koplampen | Achteruitrijcamera | Navigatie |,,4,Petrol,Automatic,Hatchback,RS3,25191,2.5,368.0,5598.0,147.2,66290.22425330884
7522,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,25676.705019426237
7523,Audi Q2 1.0 TFSI ULTRA SPORT NAVI LED STOELVER CRUISE,,2,Petrol,Manual,SUV,Q2,18705,1.0,,7482.0,,29717.3991367693
7524,Audi Q2 1.4 TFSI 150pk S-Tronic S-Line Navigatie PDC,,2,Petrol,Automatic,SUV,Q2,53473,1.4,150.0,21389.2,107.14285714285715,34905.29408927551
7525,Audi A1 Sportback 1.0 TFSI 95PK Advance | Adrenalin Daytonagrijs dak/boog,,1,Petrol,Manual,Hatchback,A1,1201,1.0,95.0,800.6666666666666,95.0,24249.725241857253
7526,Audi A4 1.8 TFSI Business Edition,,5,Petrol,Manual,Sedan,A4,59800,1.8,,10872.727272727272,,23116.019443993388
7527,Audi A4 SEDAN 1.8TFSi 170PK S-LINE AUT,,7,Petrol,Automatic,Sedan,A4,119987,1.8,170.0,15998.266666666666,94.44444444444444,20965.130612937377
7528,Audi A3 1.4 TFSI Attr. Pro L,,7,Petrol,Manual,Hatchback,A3,106018,1.4,,14135.733333333334,,14348.512346072812
7529,"Audi A3 Sportback €4.196,- demovoordeel! 1.0 TFSI Sport Lease Edition 116 pk",,1,Petrol,Manual,Hatchback,A3,13000,1.0,116.0,8666.666666666666,116.0,31075.851023019
7530,Audi A4 1.8 TFSI PRO-LINE SPORT NAVI/ECC/LMV,,7,Petrol,Manual,Sedan,A4,129370,1.8,,17249.333333333332,,16692.352745957287
7531,Audi Q2 150PK TFSI Aut. |HUD|Trekh.|Ambiance|LED|Navi,,1,Petrol,Automatic,SUV,Q2,20987,,150.0,13991.333333333334,,39167.0933720522
7532,Audi A8 50 TDI 286pk QUATTRO PRO LINE PLUS Virtual Cockpit / MMI Plus / Stuurwiel verwarmd / Dodehoek detector / Head-up Display 20 Inch LM Velgen / Adaptive Cruise Control / B&O Soundsysteem,,1,Diesel,Automatic,Sedan,A8,6500,50.0,286.0,4333.333333333333,5.72,133144.33401308145
7533,Audi A4 Avant 2.0 TDI Pro Line 140PK/airco-Ecc/alu wielen/Navigatie/Nieuw staat auto!!,,14,Diesel,Manual,Station wagon,A4,250762,2.0,140.0,17293.931034482757,70.0,5016.087456900642
7534,Audi A6 1.8 TFSI 190 PK ULTRA S-Tronic Navi Camera,,3,Petrol,Automatic,Sedan,A6,37150,1.8,190.0,10614.285714285714,105.55555555555556,37651.10962166466
7535,Audi A3 Limousine Sport Pro Line S 1.6 TDI S-tronic / Navigatie / Parkeersensoren / Apple Carplay,,2,Diesel,Automatic,Sedan,A3,38404,1.6,,15361.6,,30325.893140319506
7536,Audi A1 1.6 TDI Attraction Pro Line,,8,Diesel,Manual,Hatchback,A1,209176,1.6,,24608.941176470587,,8932.054073138901
7537,"Audi SQ5 3.0 TFSI SQ5 quattro Pro Line Plus zeer luxe en sportief uitgevoerde 354 pk! deze auto heeft slechts 1,160 km gereden",,1,Petrol,Automatic,SUV,SQ5,1160,3.0,354.0,773.3333333333334,118.0,109350.18589886576
7538,Audi A5 SPORTBACK 1.8 TFSI Proline S Aut. [ MMI Plus navi Xenon Achteruitrijcamera ],,5,Petrol,Automatic,Hatchback,A5,118333,1.8,,21515.090909090908,,25822.77389118969
7539,Audi A5 Cabriolet 3.0 TDI quattro S-edition,,9,Diesel,Automatic,Cabriolet,A5,127285,3.0,,13398.421052631578,,21960.236835879325
7540,"Audi Q5 2.0 TFSI 225pk | Automaat | Quattro | Panodak | S-line | Leer | 20"" | Side Assist | B&O | Zwart | VOL",,4,Petrol,Automatic,SUV,Q5,51116,2.0,225.0,11359.111111111111,112.5,45440.42832759206
7541,Audi A3 Sportback 1.2 TFSI AMBIENTE PRO LINE Trekhaak Navigatie PDC BTW,,5,Petrol,Automatic,Hatchback,A3,119946,1.2,,21808.363636363636,,19708.21280209066
7542,Audi A3 Limousine 1.6TDI 116PK S-TRONIC S-LINE EDITION/ OPTIEK ZWART / GETINT GLAS,,1,Diesel,Automatic,Sedan,A3,13975,1.6,116.0,9316.666666666666,72.5,35721.68941074924
7543,Audi A5 Cabriolet 3.2 FSI Quattro Pro Line - 265 pk   Leer   NL Auto,,10,Petrol,Automatic,Cabriolet,A5,177200,,265.0,16876.190476190477,,18458.423104113976
